X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Experiement_Date
147,-3.15,6.25,147,-3,0,-4.3,0.0963,327,9.58,0.000657,89.5,-0.05,-25,89.5,0,0,5.67,0.0953,326,4.97,2.97E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,1980,53.3,8.31,1980,53.3,0,20.7,0.807,319,121,0.155,12,1,105,3,Prep,11/03/2024
147,-2.92,12.5,147,-3,0,-5.48,0.0965,327,9.94,0.000604,89.5,-0.025,-18.8,89.5,0,0,5.96,0.0952,326,4.29,3.06E-05,27.5,0,0,27.5,0,0,0,0,0,0,1990,53.3,0.25,1990,53.3,0,25,1.05,317,117,0.202,12,1,105,3,Prep,11/03/2024
147,-2.9,12.5,147,-3,0,-7.03,0.116,327,9.27,0.000745,89.5,-0.025,-12.5,89.5,0,0,5.67,0.1,326,4.78,6.22E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,1990,53.5,54.1,2000,53.3,0,12.8,0.854,318,116,0.16,12,1,105,3,Prep,11/03/2024
143,-2.55,37.5,143,-2.73,1.41,-6.67,0.111,327,9.5,0.000606,89.7,1.13,-31.3,89.7,1.24,3.13,4.95,0.0819,325,7.35,0.000221,28.5,0.025,6.25,28.5,0,0,0,0,0,0,-1560,53.4,-11,-1560,53.3,0,19.3,0.967,318,115,0.186,12,1,2,3,Prep,11/03/2024
143,-2.53,43.8,143,-2.57,1.76,-3.37,0.074,327,9.39,0.000419,89.9,1.63,0,89.9,1.55,2.95,5.65,0.097,325,6.94,0.000325,28.5,0,0,28.5,0,0,0,0,0,0,-1550,53.5,35.8,-1550,53.3,0,14.4,0.782,319,118,0.149,12,1,66,3,Prep,11/03/2024
143,-2.22,43.8,142,-2.38,2.09,-5.84,0.114,327,10.5,0.000569,90,1.63,-43.8,90.1,1.83,2.73,4.29,0.0692,325,7.33,0.000248,28.5,0,0,28.5,0,0,0,0,0,0,-1550,53.2,-11.3,-1550,53.3,0,27.6,1.05,318,121,0.201,12,1,66,3,Prep,11/03/2024
142,-2.35,-37.5,142,-2.14,2.4,-4.6,0.0859,327,8.22,0.000426,90.2,1.98,0,90.3,2.1,2.46,7.49,0.107,326,7.42,0.000464,28.5,-0.025,-6.25,28.5,0,0,0,0,0,0,-1540,53.3,1.94,-1540,53.3,0,24.2,0.847,324,118,0.161,12,1,66,3,Prep,11/03/2024
142,-1.92,12.5,142,-1.9,2.65,-5.98,0.0843,327,9.97,0.000335,90.5,2.28,6.25,90.5,2.33,2.17,8.21,0.13,325,9.89,0.000631,28.5,0,0,28.5,0,0,0,0,0,0,-1540,53.3,-26.8,-1540,53.3,-9.54E-07,19.8,0.81,320,121,0.155,12,1,66,3,Prep,11/03/2024
142,-1.45,62.5,142,-1.62,2.89,-5.28,0.0979,327,8.45,0.000408,90.7,2.42,0,90.7,2.52,1.87,5.4,0.0968,325,9.36,0.000525,28.5,0,0,28.5,0,0,0,0,0,0,-1530,53.3,-13.9,-1530,53.3,0,23,1.09,317,118,0.211,12,1,66,3,Prep,11/03/2024
142,-1.5,-43.8,142,-1.31,3.09,-3.15,0.0783,327,7.04,0.000198,91,2.65,6.25,91,2.7,1.51,1.55,0.051,326,8.25,0.000232,28.5,-0.025,-12.5,28.5,0,0,0,0,0,0,-1530,53.3,-24.7,-1530,53.3,0,20.5,0.909,323,114,0.176,12,1,66,3,Prep,11/03/2024
142,-1.13,-50,142,-0.994,3.24,-2.48,0.0613,327,5.94,0.000104,91.2,2.92,-12.5,91.3,2.83,1.15,3.53,0.0678,326,8.03,0.000391,28.5,0,0,28.5,0,0,0,0,0,0,-1520,53.3,5.88,-1520,53.3,0,21.6,1,324,119,0.191,12,1,66,3,Prep,11/03/2024
142,-0.575,62.5,142,-0.677,3.35,-4.8,0.0858,327,6.14,0.000147,91.5,2.75,-6.25,91.5,2.92,0.783,7.43,0.125,325,10.4,0.000828,28.5,0,0,28.5,0,0,0,0,0,0,-1520,53.4,28.6,-1510,53.3,9.54E-07,19.7,1.01,317,118,0.196,12,1,66,3,Prep,11/03/2024
141,-0.475,-43.8,141,-0.325,3.42,-1.95,0.0609,327,7.37,4.73E-05,91.8,2.88,18.8,91.9,2.98,0.38,4.92,0.0986,326,11.6,0.000573,28.5,0,0,28.5,0,0,0,0,0,0,-1510,53.4,11.9,-1510,53.3,9.54E-07,21.6,0.839,324,114,0.162,12,1,66,3,Prep,11/03/2024
146,2.25,6.25,146,2.32,1.44,6.54,0.0963,327,8.95,0.000416,92.5,-1.88,6.25,92.5,-1.9,1.75,-8.52,0.147,325,10.7,0.000617,29.5,-0.025,-6.25,29.5,0,0,0,0,0,0,356,53.3,-6.94,357,53.3,9.54E-07,21.9,0.849,323,119,0.164,12,1,2,3,Prep,11/03/2024
146,2.45,-12.5,146,2.46,1.3,5.03,0.0987,327,10.4,0.000509,92.3,-1.67,-18.8,92.3,-1.72,1.86,-2.85,0.051,325,7.94,0.000152,29.5,-0.025,-6.25,29.5,0,0,0,0,0,0,362,53.3,-4.94,362,53.3,-9.54E-07,23.1,0.974,322,119,0.188,12,1,38,3,Prep,11/03/2024
146,2.5,-37.5,146,2.58,1.16,4.57,0.0589,327,8.18,0.000293,92.2,-1.67,-6.25,92.2,-1.53,1.95,-5.93,0.1,325,7.47,0.000299,29.5,0,0,29.5,0,0,0,0,0,0,367,53.5,32.6,367,53.3,0,15.3,0.808,322,116,0.153,12,1,38,3,Prep,11/03/2024
147,2.67,-6.25,147,2.69,1.01,6.94,0.114,326,10.1,0.000677,92,-1.33,0,92,-1.33,2.03,-1.91,0.0345,325,5.6,6.09E-05,29.5,0,0,29.5,0,0,0,0,0,0,372,53.3,-9.94,373,53.3,0,25.8,0.87,323,122,0.164,12,1,38,3,Prep,11/03/2024
147,2.67,-25,147,2.78,0.849,3.05,0.0582,327,10.3,0.000291,91.9,-1.08,25,91.9,-1.12,2.1,-8.75,0.14,325,8.96,0.000332,29.5,0,-6.25,29.5,0,0,0,0,0,0,378,53.3,3.5,378,53.3,0,22.8,1.06,322,117,0.205,12,1,38,3,Prep,11/03/2024
147,3,0,147,2.86,0.688,5,0.072,327,7.18,0.000436,91.8,-0.925,0,91.8,-0.905,2.16,-5.57,0.0995,325,8.14,0.000154,29.5,0,0,29.5,0,0,0,0,0,0,383,53.5,42.3,383,53.3,9.54E-07,15.3,0.784,323,116,0.149,12,1,38,3,Prep,11/03/2024
147,3,18.8,147,2.92,0.523,3.55,0.0992,327,12.5,0.000668,91.7,-0.675,6.25,91.7,-0.687,2.21,-1.72,0.055,325,7.44,5.29E-05,29.5,0,0,29.5,0,0,0,0,0,0,388,53.2,-70.9,389,53.3,-9.54E-07,25,0.94,323,121,0.179,12,1,38,3,Prep,11/03/2024
148,2.92,12.5,148,2.96,0.354,6.26,0.108,327,9.84,0.000626,91.7,-0.5,0,91.7,-0.464,2.24,-4.97,0.0926,325,7.62,8.87E-05,29.5,0,0,29.5,0,0,0,0,0,0,394,53.4,26.5,394,53.3,0,19.1,0.94,322,117,0.181,12,1,38,3,Prep,11/03/2024
148,2.83,-12.5,148,2.99,0.184,5.16,0.091,326,11.3,0.000581,91.6,-0.275,0,91.6,-0.239,2.26,-5.6,0.102,325,7.92,4.85E-05,29.5,0,-6.25,29.5,0,0,0,0,0,0,399,53.3,3.56,399,53.3,0,23.7,0.883,322,119,0.169,12,1,38,3,Prep,11/03/2024
148,2.83,-37.5,148,3,0.0129,5.24,0.0801,327,9.75,0.000414,91.6,0,18.8,91.6,-0.0124,2.27,-5.53,0.103,325,8.65,0,29.5,0,0,29.5,0,0,0,0,0,0,404,53.2,-70.6,405,53.3,0,26.6,1.02,322,120,0.195,12,1,38,3,Prep,11/03/2024
159,1.6,50,159,1.45,-1.98,1.55,0.0506,327,6.42,0.000132,76.5,2.45,-18.8,76.5,2.62,1.1,5.57,0.0927,326,8.77,0.00045,27.5,0,0,27.5,0,0,0,0,0,0,1570,53.4,-1,1570,53.3,0,19.2,0.756,324,121,0.144,12,1,2,3,Prep,11/03/2024
159,1.35,62.5,159,1.25,-2.06,2.46,0.0662,327,8.95,0.000167,76.8,2.95,25,76.8,2.73,0.949,4.87,0.0987,326,9.61,0.000608,27.5,0,0,27.5,0,0,0,0,0,0,1570,53.2,-39.7,1570,53.3,-9.54E-07,22.4,1.06,323,121,0.204,12,1,103,3,Prep,11/03/2024
159,0.95,-62.5,159,1.03,-2.13,6.67,0.099,327,5.9,0.000267,77,2.8,-12.5,77.1,2.82,0.784,8.48,0.15,326,11.6,0.000971,27.5,0,0,27.5,0,0,0,0,0,0,1580,53.4,10.6,1580,53.3,-9.54E-07,19,0.874,319,116,0.169,12,1,103,3,Prep,11/03/2024
159,0.9,31.3,159,0.827,-2.18,3.38,0.0757,327,7.9,9.49E-05,77.3,2.83,0,77.4,2.89,0.628,6.81,0.116,326,10.4,0.000673,27.5,0.025,12.5,27.5,0,0,0,0,0,0,1580,53.3,-41.1,1580,53.3,0,19.7,0.93,323,118,0.18,12,1,103,3,Prep,11/03/2024
159,0.725,43.8,159,0.607,-2.22,2.7,0.0581,327,5.95,6.21E-05,77.6,3,12.5,77.6,2.94,0.462,4.31,0.0839,326,9.85,0.000502,27.5,0,0,27.5,0,0,0,0,0,0,1590,53.3,-4.25,1590,53.3,0,20.1,0.997,323,119,0.193,12,1,103,3,Prep,11/03/2024
159,0.3,-31.3,159,0.374,-2.25,6.25,0.104,327,5.67,9.90E-05,77.9,3,0,77.9,2.98,0.286,5.4,0.0894,326,9.08,0.000559,27.5,0,0,27.5,0,0,0,0,0,0,1590,53.5,56,1600,53.3,0,14.4,0.851,318,114,0.159,12,1,103,3,Prep,11/03/2024
159,0.225,25,159,0.157,-2.26,3.55,0.0816,327,7.03,0,78.2,2.95,50,78.2,3,0.122,5.24,0.0938,326,9.82,0.000577,27.5,0,0,27.5,0,0,0,0,0,0,1600,53.4,-1.81,1600,53.3,-9.54E-07,19,0.855,324,119,0.166,12,1,103,3,Prep,11/03/2024
159,-0.125,-43.8,159,0,0,4.69,0.0742,327,3.31,2.33E-05,78.5,3.3,288,78.5,3,0,3.56,0.0671,326,8.71,0.000387,27.5,0,0,27.5,0,0,0,0,0,0,1610,53.4,23.6,1610,53.3,-9.54E-07,19.8,1,317,118,0.193,12,1,103,3,Prep,11/03/2024
159,-0.125,-56.3,159,0,0,5.65,0.0701,327,1.13,2.15E-05,78.8,2.8,-62.5,78.8,3,0,3.13,0.0455,326,6.6,0.000246,27.5,0.025,12.5,27.5,0,0,0,0,0,0,1610,53.4,34,1610,53.3,0,18.1,0.816,318,116,0.157,12,1,103,3,Prep,11/03/2024
159,0.1,43.8,159,0,0,1.93,0.049,327,4.74,-7.37E-06,79.1,3.17,-18.8,79.1,3,0,1.31,0.0555,326,8.61,0.0003,27.5,0,0,27.5,0,0,0,0,0,0,1620,53.5,48.3,1620,53.3,0,14.5,0.795,324,117,0.151,12,1,103,3,Prep,11/03/2024
151,-0.05,-18.8,151,0,0,1.7,0.0246,327,0.628,3.07E-06,73,-0.025,-6.25,73,0,0,0.379,0.0259,326,1.01,-9.24E-07,37.8,-3.03,37.5,37.8,-3,0,0,0,0,0,1500,53.4,-12.9,1500,53.3,0,25.1,0.924,319,121,0.176,12,1,2,3,Layer 1 Up,11/03/2024
151,0.05,25,151,0,0,0.664,0.0289,327,2.16,3.47E-06,73,-0.025,-6.25,73,0,0,-0.26,0.0227,326,1.78,-1.05E-06,37.5,-3.15,6.25,37.5,-3,0,0,0,0,0,1500,53.4,26.5,1500,53.3,0,21,0.938,324,118,0.18,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.025,-12.5,151,0,0,0.961,0.0251,327,1.58,3.10E-06,73,0,0,73,0,0,1.18,0.0224,326,0.542,0,37.2,-3.17,-18.8,37.2,-3,0,0,0,0,0,1510,53.5,76.3,1510,53.3,0,16.3,0.755,318,117,0.141,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.05,-18.8,151,0,0,1.29,0.0249,327,0.74,-3.31E-06,73,-0.025,-12.5,73,0,0,-0.259,0.0167,326,1.58,-2.20E-07,36.9,-3.03,-6.25,36.9,-3,0,0,0,0,0,1520,53.2,-42.6,1520,53.3,0,28,0.997,319,120,0.19,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.025,-12.5,151,0,0,0.763,0.0229,327,1.85,8.66E-06,73,0,0,73,0,0,1.5,0.0203,326,1.96,3.94E-07,36.6,-2.95,-25,36.6,-3,0,0,0,0,0,1520,53.2,-25.8,1520,53.3,9.54E-07,19,0.938,317,116,0.18,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.05,-18.8,151,0,0,1.5,0.0291,327,1.01,3.28E-06,73,-0.025,-6.25,73,0,0,0.378,0.0195,326,0.593,0,36.3,-2.88,0,36.3,-3,0,0,0,0,0,1530,53.4,18.4,1530,53.3,-9.54E-07,19.7,0.803,318,117,0.155,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.05,-18.8,151,0,0,1.39,0.0261,327,0.736,3.11E-06,73,-0.025,-6.25,73,0,0,0.378,0.0197,326,0.241,8.47E-08,36,-2.88,-6.25,36,-3,0,0,0,0,0,1530,53.2,-66.2,1530,53.3,0,24.7,1.02,319,118,0.195,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.075,-31.3,151,0,0,1.72,0.0283,327,1.22,6.62E-06,73,-0.025,-6.25,73,0,0,0.858,0.0193,326,0.397,-2.41E-07,35.7,-2.83,-6.25,35.7,-3,0,0,0,0,0,1540,53.4,65.6,1540,53.3,0,17.9,0.875,316,120,0.166,12,1,54,3,Layer 1 Up,11/03/2024
151,-0.025,-12.5,151,0,0,1.62,0.0283,327,1.3,8.98E-06,73,-0.025,-6.25,73,0,0,-0.42,0.0167,326,1.69,-3.24E-07,35.4,-3,37.5,35.4,-3,0,0,0,0,0,1540,53.3,-4.06,1540,53.3,0,24.5,0.876,318,117,0.168,12,1,54,3,Layer 1 Up,11/03/2024
151,0.075,31.3,151,0,0,-0.189,0.023,327,2.21,-1.21E-06,73,0.025,6.25,73,0,0,0.38,0.0164,326,0.283,-1.28E-06,35.1,-2.85,75,35.1,-3,0,0,0,0,0,1550,53.2,-6.69,1550,53.3,0,27.6,1.03,323,121,0.197,12,1,54,3,Layer 1 Up,11/03/2024
146,-2.95,-31.3,146,-3,0,-6,0.104,327,10.4,0.000651,89.5,0.075,37.5,89.5,0,0,4.57,0.08,326,6.11,-1.27E-05,27.5,0,0,27.5,0,0,0,0,0,0,2000,53.3,8.25,2000,53.3,0,19.8,1.04,324,118,0.2,12,1,2,3,Layer 1 Up,11/03/2024
146,-2.9,-12.5,146,-3,0,-4.98,0.0964,327,11.1,0.000601,89.5,-0.05,-18.8,89.5,0,0,3.71,0.0954,326,7.47,3.05E-05,27.5,0,0,27.5,0,0,0,0,0,0,2010,53.3,17.9,2010,53.3,-9.54E-07,21.3,1.01,317,118,0.193,12,1,105,3,Layer 1 Up,11/03/2024
146,-2.92,31.3,146,-3,0,-4.96,0.0697,327,7.33,0.000443,89.5,-0.025,-12.5,89.5,0,0,5.39,0.0958,326,4.72,4.56E-05,27.5,0.025,12.5,27.5,0,0,0,0,0,0,2010,53.4,37.7,2010,53.3,0,16.2,0.827,318,119,0.159,12,1,105,3,Layer 1 Up,11/03/2024
146,-3,0,146,-3,0,-3.29,0.0677,327,9.05,0.000381,89.5,0.025,12.5,89.5,0,0,4.57,0.0815,326,6.24,-1.29E-05,27.5,0,-6.25,27.5,0,0,0,0,0,0,2020,53.4,39.5,2020,53.3,0,20.2,0.908,324,120,0.174,12,1,105,3,Layer 1 Up,11/03/2024
145,-3.08,12.5,145,-3,0,-4.39,0.0709,327,7.83,0.000462,89.5,-0.025,-6.25,89.5,0,0,5.12,0.095,326,4.61,-1.53E-05,27.5,-0.075,-43.8,27.5,0,0,0,0,0,0,2020,53.4,51.7,2020,53.3,0,17,0.98,316,118,0.187,12,1,105,3,Layer 1 Up,11/03/2024
145,-3.25,-37.5,145,-3,0,-5.79,0.1,327,7.82,0.000671,89.5,-0.05,-18.8,89.5,0,0,4.84,0.101,326,5.42,3.16E-05,27.5,0,0,27.5,0,0,0,0,0,0,2030,53.4,20.1,2030,53.3,9.54E-07,18.7,0.838,318,120,0.161,12,1,105,3,Layer 1 Up,11/03/2024
145,-3.15,-25,145,-3,0,-8.37,0.0891,327,5.93,0.000585,89.5,0.05,25,89.5,0,0,4.29,0.0807,326,6.3,-3.87E-05,27.5,-0.075,-37.5,27.5,0,0,0,0,0,0,2030,53.3,0.188,2030,53.3,9.54E-07,22.4,0.939,324,121,0.18,12,1,105,3,Layer 1 Up,11/03/2024
144,-2.95,-6.25,144,-3,0,-7.04,0.121,327,9.92,0.0008,89.5,-0.025,-12.5,89.5,0,0,5.4,0.0944,326,4.78,3.02E-05,27.5,0,0,27.5,0,0,0,0,0,0,2040,53.4,71.9,2040,53.3,0,21.1,0.934,316,117,0.18,12,1,105,3,Layer 1 Up,11/03/2024
144,0.975,463,144,0,0,-5.77,0.173,327,6.82,0.000532,89.5,-0.025,-12.5,89.5,0,0,5.12,0.0938,326,4.87,3.01E-05,27.5,0,0,27.5,0,0,0,0,0,0,2040,53.3,-19.5,2040,53.3,0,20.1,0.971,318,117,0.188,12,1,105,3,Layer 1 Up,11/03/2024
144,-3.15,-6.25,144,-2.98,0.371,-3.86,0.0809,327,9,0.00053,89.5,0.325,12.5,89.5,0.331,3.42,7.19,0.132,326,8.15,6.41E-05,27.5,-0.025,-6.25,27.5,0,0,0,0,0,0,2050,53.2,-28.8,2050,53.3,0,25.4,1.09,323,119,0.21,12,1,105,3,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,2,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,2,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
198,0,6.25,198,0,0,-0.3,0.0212,330,1.02,-2.51E-06,158,-0.05,-25,158,0,0,0.714,0.0181,329,2.62,5.71E-07,119,0,-6.25,119,0,0,0,0,0,0,-1960,-0.00175,-0.438,-1960,0,0,0.13,2.71E-19,330,0,3.35E-08,12,1,0,50,Layer 1 Up,11/03/2024
